complaint_id,category,department,priority,district,urban,submission_date,day_of_week,officer_experience,workload_at_submission,complaint_length,resubmission,sla_threshold_days,resolution_days,sla_violated,escalated,status,risk_score
KL2022-00960,Social Security,Social Welfare,Low,Kollam,0,2023-11-29,2,7,80,491,0,15,24,1,1,Closed,58
KL2022-00961,Social Security,Social Welfare,Medium,Malappuram,1,2023-12-02,5,18,35,227,0,10,8,0,0,Resolved,28
KL2022-00962,Education,Education Department,Medium,Wayanad,0,2024-09-23,0,4,80,660,1,10,15,1,1,Closed,69
KL2022-00963,Education,Education Department,High,Kasaragod,1,2024-06-30,6,6,44,465,0,5,5,0,0,Resolved,46
KL2022-00964,Education,Education Department,Low,Malappuram,0,2022-08-11,3,20,53,385,0,15,11,0,0,Resolved,29
KL2022-00965,Water Supply,Kerala Water Authority,Critical,Kozhikode,0,2022-05-06,4,3,32,192,0,2,1,0,0,Resolved,46
KL2022-00966,Housing,Housing Board,Medium,Kannur,1,2022-10-28,4,5,62,594,0,10,21,1,0,Resolved,65
KL2022-00967,Water Supply,Kerala Water Authority,High,Alappuzha,1,2023-02-26,6,11,43,633,0,5,5,0,0,Resolved,35
KL2022-00968,Revenue,Revenue Department,Low,Ernakulam,0,2023-12-07,3,3,79,58,0,15,30,1,1,Closed,67
KL2022-00969,Social Security,Social Welfare,Medium,Kasaragod,1,2022-09-19,0,10,12,428,0,10,11,1,1,Closed,29
KL2022-00970,Housing,Housing Board,Medium,Thiruvananthapuram,0,2024-01-06,5,4,41,81,0,10,16,1,0,Resolved,58
KL2022-00971,Social Security,Social Welfare,Low,Kozhikode,1,2023-10-14,5,13,56,440,1,15,18,1,1,Closed,52
KL2022-00972,Sanitation,Municipality,Medium,Kozhikode,1,2022-12-22,3,16,22,242,0,10,7,0,0,Resolved,18
KL2022-00973,Social Security,Social Welfare,Low,Kasaragod,1,2024-01-08,0,14,24,345,0,15,10,0,0,Resolved,29
KL2022-00974,Healthcare,Health Department,Low,Pathanamthitta,1,2022-01-24,0,3,7,197,0,15,11,0,0,Resolved,27
KL2022-00975,Water Supply,Kerala Water Authority,Critical,Kozhikode,1,2024-06-13,3,5,15,190,0,2,2,0,0,Resolved,37
KL2022-00976,Social Security,Social Welfare,Medium,Kasaragod,0,2024-07-22,0,20,59,688,0,10,7,0,0,Resolved,34
KL2022-00977,Healthcare,Health Department,Low,Thrissur,0,2024-11-09,5,14,75,510,0,15,15,0,0,Resolved,39
KL2022-00978,Social Security,Social Welfare,Medium,Idukki,1,2023-04-08,5,6,59,669,1,10,17,1,0,Resolved,62
KL2022-00979,Water Supply,Kerala Water Authority,Medium,Kasaragod,0,2023-04-30,6,17,39,470,1,10,8,0,0,Resolved,33
KL2022-00980,Public Works,PWD,Medium,Thiruvananthapuram,0,2022-03-19,5,19,66,771,0,10,10,0,0,Resolved,53
KL2022-00981,Public Works,PWD,Low,Kollam,0,2024-09-13,4,3,23,797,0,15,29,1,1,Closed,56
KL2022-00982,Revenue,Revenue Department,High,Thrissur,1,2024-11-24,6,3,71,674,0,5,11,1,0,Resolved,67
KL2022-00983,Water Supply,Kerala Water Authority,Medium,Kozhikode,1,2022-06-09,3,18,79,369,0,10,7,0,0,Resolved,37
KL2022-00984,Housing,Housing Board,Medium,Idukki,0,2024-12-31,1,1,65,514,1,10,20,1,1,Escalated,81
KL2022-00985,Water Supply,Kerala Water Authority,Low,Malappuram,0,2023-11-10,4,14,50,351,1,15,19,1,0,Resolved,41
KL2022-00986,Housing,Housing Board,Medium,Wayanad,0,2023-09-15,4,19,38,112,0,10,8,0,0,Resolved,38
KL2022-00987,Water Supply,Kerala Water Authority,Low,Malappuram,1,2022-12-13,1,19,11,722,0,15,9,0,0,Resolved,10
KL2022-00988,Revenue,Revenue Department,High,Kannur,1,2022-02-25,4,10,67,134,0,5,4,0,0,Resolved,56
KL2022-00989,Healthcare,Health Department,Medium,Palakkad,0,2022-06-07,1,9,37,185,0,10,10,0,0,Resolved,31
KL2022-00990,Revenue,Revenue Department,High,Kottayam,1,2023-06-11,6,1,19,668,0,5,8,1,0,Resolved,50
KL2022-00991,Healthcare,Health Department,Medium,Kozhikode,1,2024-07-03,2,12,27,317,0,10,8,0,0,Resolved,23
KL2022-00992,Sanitation,Municipality,Medium,Thrissur,1,2023-01-06,4,17,9,401,0,10,3,0,0,Resolved,12
KL2022-00993,Education,Education Department,Low,Pathanamthitta,0,2022-11-12,5,16,57,442,0,15,16,1,0,Resolved,35
KL2022-00994,Water Supply,Kerala Water Authority,Medium,Wayanad,0,2022-12-09,4,7,78,403,0,10,15,1,0,Resolved,51
KL2022-00995,Revenue,Revenue Department,High,Kannur,0,2022-08-26,4,2,26,525,0,5,7,1,1,Closed,51
KL2022-00996,Revenue,Revenue Department,Critical,Thrissur,0,2024-12-26,3,8,53,749,0,2,1,0,0,Resolved,59
KL2022-00997,Social Security,Social Welfare,Medium,Thrissur,0,2023-06-22,3,5,72,495,0,10,12,1,0,Resolved,58
KL2022-00998,Water Supply,Kerala Water Authority,Medium,Ernakulam,1,2023-10-09,0,17,10,149,0,10,4,0,0,Resolved,13
KL2022-00999,Public Works,PWD,Medium,Kasaragod,1,2024-06-03,0,20,39,393,0,10,14,1,0,Resolved,41
KL2022-01000,Education,Education Department,Low,Kottayam,1,2024-03-12,1,15,35,738,1,15,12,0,0,Resolved,38
KL2023-01001,Sanitation,Municipality,Medium,Palakkad,0,2023-11-23,3,6,45,610,1,10,17,1,0,Resolved,49
KL2023-01002,Housing,Housing Board,Medium,Kasaragod,0,2022-05-20,4,1,57,150,0,10,20,1,1,Closed,68
KL2023-01003,Water Supply,Kerala Water Authority,Low,Idukki,0,2023-03-26,6,10,37,247,0,15,13,0,0,Resolved,31
KL2023-01004,Housing,Housing Board,Low,Thiruvananthapuram,1,2022-07-08,4,2,32,663,0,15,27,1,1,Closed,57
KL2023-01005,Education,Education Department,High,Kollam,0,2022-09-24,5,13,77,239,0,5,7,1,1,Closed,49
KL2023-01006,Healthcare,Health Department,Low,Kottayam,1,2023-08-27,6,15,14,704,0,15,12,0,0,Resolved,15
KL2023-01007,Water Supply,Kerala Water Authority,Medium,Kottayam,0,2024-05-24,4,11,37,215,0,10,8,0,0,Resolved,30
KL2023-01008,Education,Education Department,Medium,Kottayam,1,2022-05-08,6,13,54,390,0,10,9,0,0,Resolved,38
KL2023-01009,Housing,Housing Board,High,Kottayam,1,2023-06-27,1,6,61,121,0,5,9,1,1,Closed,66
KL2023-01010,Sanitation,Municipality,Medium,Malappuram,1,2024-03-15,4,6,67,161,1,10,12,1,0,Resolved,58
KL2023-01011,Social Security,Social Welfare,Low,Alappuzha,0,2022-08-06,5,15,38,155,1,15,17,1,0,Resolved,43
KL2023-01012,Education,Education Department,Low,Malappuram,1,2023-05-29,0,15,7,559,0,15,8,0,0,Resolved,18
KL2023-01013,Healthcare,Health Department,Medium,Kozhikode,1,2022-01-02,6,2,54,322,1,10,17,1,0,Resolved,56
KL2023-01014,Public Works,PWD,Critical,Ernakulam,1,2022-01-08,5,17,67,539,0,2,3,1,1,Closed,63
KL2023-01015,Education,Education Department,Low,Palakkad,0,2023-04-08,5,1,54,755,1,15,24,1,1,Closed,63
KL2023-01016,Water Supply,Kerala Water Authority,Medium,Kollam,0,2024-01-06,5,11,43,460,0,10,8,0,0,Resolved,32
KL2023-01017,Housing,Housing Board,Medium,Kozhikode,0,2022-07-05,1,12,73,398,1,10,17,1,0,Resolved,70
KL2023-01018,Water Supply,Kerala Water Authority,Low,Kannur,1,2023-08-17,3,7,27,617,1,15,12,0,0,Resolved,41
KL2023-01019,Housing,Housing Board,Medium,Ernakulam,1,2023-01-27,4,10,54,159,0,10,18,1,1,Closed,56
KL2023-01020,Public Works,PWD,Medium,Thrissur,1,2022-06-23,3,15,29,193,0,10,12,1,0,Resolved,44
KL2023-01021,Housing,Housing Board,Medium,Wayanad,1,2023-05-04,3,16,54,114,1,10,11,1,1,Closed,58
KL2023-01022,Revenue,Revenue Department,Medium,Thrissur,0,2024-12-29,6,15,7,87,0,10,10,0,0,In Progress,25
KL2023-01023,Public Works,PWD,Low,Thiruvananthapuram,1,2023-11-23,3,2,56,171,0,15,30,1,0,Resolved,70
KL2023-01024,Water Supply,Kerala Water Authority,Medium,Kozhikode,0,2022-11-02,2,19,34,123,0,10,6,0,0,Resolved,19
KL2023-01025,Housing,Housing Board,Low,Wayanad,0,2022-10-17,0,16,7,532,0,15,12,0,0,Resolved,31
KL2023-01026,Housing,Housing Board,Medium,Alappuzha,1,2022-09-25,6,1,27,697,0,10,18,1,0,Resolved,57
KL2023-01027,Revenue,Revenue Department,Medium,Kasaragod,0,2022-07-19,1,15,26,655,1,10,9,0,0,Resolved,42
KL2023-01028,Education,Education Department,Low,Kasaragod,1,2022-08-06,5,4,68,659,0,15,23,1,1,Closed,54
KL2023-01029,Sanitation,Municipality,High,Kollam,1,2023-02-20,0,14,48,744,0,5,8,1,1,Closed,34
KL2023-01030,Education,Education Department,Low,Kozhikode,1,2022-10-09,6,11,32,96,1,15,18,1,1,Closed,42
KL2023-01031,Public Works,PWD,Low,Kollam,0,2022-09-05,0,9,23,475,0,15,18,1,0,Resolved,49
KL2023-01032,Public Works,PWD,Medium,Palakkad,1,2022-12-04,6,15,36,645,1,10,15,1,0,Resolved,56
KL2023-01033,Education,Education Department,Critical,Kannur,0,2024-02-10,5,6,7,548,0,2,1,0,0,Resolved,37
KL2023-01034,Education,Education Department,Low,Thiruvananthapuram,1,2022-01-15,5,6,16,773,0,15,15,0,0,Resolved,32
KL2023-01035,Revenue,Revenue Department,Medium,Ernakulam,0,2024-09-01,6,5,31,196,0,10,14,1,1,Closed,46
KL2023-01036,Water Supply,Kerala Water Authority,High,Ernakulam,0,2023-05-05,4,6,9,660,0,5,5,0,0,Resolved,29
KL2023-01037,Healthcare,Health Department,Low,Wayanad,0,2024-10-20,6,20,16,692,0,15,9,0,0,Resolved,9
KL2023-01038,Revenue,Revenue Department,Medium,Idukki,1,2024-05-07,1,1,76,291,0,10,22,1,0,Resolved,68
KL2023-01039,Education,Education Department,Low,Malappuram,0,2024-01-12,4,18,69,274,0,15,14,0,0,Resolved,37
KL2023-01040,Water Supply,Kerala Water Authority,High,Kannur,0,2023-03-03,4,9,11,248,0,5,3,0,0,Resolved,26
KL2023-01041,Education,Education Department,Medium,Kannur,0,2022-11-02,2,16,68,230,1,10,10,0,0,Resolved,49
KL2023-01042,Healthcare,Health Department,High,Kozhikode,1,2022-03-30,2,2,51,341,0,5,8,1,0,Resolved,48
KL2023-01043,Revenue,Revenue Department,High,Idukki,1,2024-07-17,2,2,18,103,1,5,8,1,1,Closed,58
KL2023-01044,Healthcare,Health Department,Low,Pathanamthitta,1,2022-03-01,1,16,70,168,0,15,12,0,0,Resolved,35
KL2023-01045,Education,Education Department,Medium,Alappuzha,1,2024-06-29,5,19,79,383,0,10,11,1,1,Closed,40
KL2023-01046,Public Works,PWD,Medium,Alappuzha,0,2022-08-14,6,11,34,150,0,10,13,1,0,Resolved,51
KL2023-01047,Social Security,Social Welfare,Critical,Kasaragod,1,2023-02-14,1,13,33,125,1,2,6,1,1,Closed,51
KL2023-01048,Water Supply,Kerala Water Authority,Medium,Thiruvananthapuram,0,2024-06-11,1,5,32,674,0,10,8,0,0,Resolved,36
KL2023-01049,Water Supply,Kerala Water Authority,Medium,Pathanamthitta,0,2024-03-04,0,12,22,518,0,10,12,1,1,Closed,23
KL2023-01050,Public Works,PWD,Medium,Kottayam,1,2023-02-19,6,11,21,82,0,10,11,1,1,Closed,46
KL2023-01051,Housing,Housing Board,Low,Kottayam,1,2022-10-07,4,4,64,519,0,15,27,1,1,Closed,67
KL2023-01052,Public Works,PWD,Medium,Alappuzha,1,2023-08-28,0,20,25,703,0,10,10,0,0,Resolved,36
KL2023-01053,Healthcare,Health Department,High,Malappuram,1,2023-04-16,6,3,57,584,0,5,6,1,1,Closed,49
KL2023-01054,Sanitation,Municipality,Medium,Malappuram,1,2024-08-27,1,15,40,64,0,10,6,0,0,Resolved,26
KL2023-01055,Social Security,Social Welfare,Low,Wayanad,1,2023-05-21,6,8,46,494,0,15,22,1,1,Closed,44
KL2023-01056,Healthcare,Health Department,Low,Malappuram,1,2022-01-11,1,14,10,91,0,15,7,0,0,Resolved,15
KL2023-01057,Water Supply,Kerala Water Authority,Low,Wayanad,0,2024-10-29,1,2,59,593,0,15,22,1,1,Closed,50
KL2023-01058,Education,Education Department,Medium,Thrissur,1,2024-10-11,4,8,15,621,0,10,13,1,1,Closed,29
KL2023-01059,Social Security,Social Welfare,Low,Alappuzha,1,2022-09-29,3,12,42,294,0,15,18,1,1,Closed,38
KL2023-01060,Education,Education Department,Medium,Thiruvananthapuram,0,2024-09-09,0,10,25,770,1,10,11,1,1,Closed,41
KL2023-01061,Housing,Housing Board,High,Thrissur,1,2024-08-07,2,5,56,239,1,5,9,1,1,Closed,76
KL2023-01062,Public Works,PWD,Low,Kozhikode,0,2024-08-08,3,1,14,444,0,15,23,1,1,Closed,56
KL2023-01063,Public Works,PWD,Medium,Palakkad,0,2022-03-08,1,10,59,326,0,10,16,1,1,Closed,61
KL2023-01064,Sanitation,Municipality,Low,Kannur,1,2022-06-15,2,20,47,106,0,15,10,0,0,Resolved,23
KL2023-01065,Public Works,PWD,Low,Thiruvananthapuram,0,2022-08-16,1,13,51,526,0,15,25,1,1,Closed,54
KL2023-01066,Public Works,PWD,High,Idukki,0,2022-12-25,6,18,13,624,1,5,9,1,1,Closed,47
KL2023-01067,Sanitation,Municipality,Low,Pathanamthitta,1,2023-11-17,4,8,74,166,1,15,24,1,1,Closed,58
KL2023-01068,Sanitation,Municipality,Medium,Kannur,1,2023-04-07,4,11,50,323,1,10,12,1,1,Closed,45
KL2023-01069,Social Security,Social Welfare,High,Kottayam,1,2022-04-22,4,3,52,403,0,5,7,1,1,Closed,56
KL2023-01070,Education,Education Department,Low,Thrissur,1,2024-12-25,2,18,42,512,0,15,12,0,0,In Progress,27
KL2023-01071,Public Works,PWD,Medium,Kannur,0,2022-05-15,6,7,63,139,0,10,22,1,0,Resolved,66
KL2023-01072,Healthcare,Health Department,Medium,Kottayam,0,2022-06-07,1,4,26,332,0,10,11,1,0,Resolved,33
KL2023-01073,Healthcare,Health Department,Critical,Thrissur,1,2022-11-05,5,7,71,692,0,2,5,1,0,Resolved,54
KL2023-01074,Social Security,Social Welfare,High,Kozhikode,1,2022-09-28,2,16,49,480,0,5,3,0,0,Resolved,39
KL2023-01075,Water Supply,Kerala Water Authority,Medium,Wayanad,1,2022-02-13,6,10,29,114,0,10,10,0,0,Resolved,28
KL2023-01076,Housing,Housing Board,Low,Kasaragod,0,2023-04-21,4,17,47,471,0,15,20,1,1,Closed,44
KL2023-01077,Public Works,PWD,Medium,Thrissur,1,2024-12-21,5,18,61,518,0,10,13,1,0,In Progress,52
KL2023-01078,Healthcare,Health Department,Low,Kannur,1,2023-09-20,2,6,38,282,0,15,12,0,0,Resolved,35
KL2023-01079,Water Supply,Kerala Water Authority,Critical,Idukki,1,2023-08-14,0,2,23,411,0,2,1,0,0,Resolved,44
KL2023-01080,Revenue,Revenue Department,Low,Thrissur,0,2022-12-07,2,20,25,778,0,15,8,0,0,Resolved,25
KL2023-01081,Revenue,Revenue Department,Low,Pathanamthitta,1,2022-12-26,0,5,25,293,0,15,18,1,0,Resolved,44
KL2023-01082,Public Works,PWD,High,Malappuram,1,2022-09-17,5,15,38,428,1,5,10,1,0,Resolved,60
KL2023-01083,Housing,Housing Board,Low,Kozhikode,1,2023-10-12,3,12,23,431,0,15,15,0,0,Resolved,42
KL2023-01084,Water Supply,Kerala Water Authority,Medium,Palakkad,1,2022-11-29,1,18,43,174,0,10,9,0,0,Resolved,24
KL2023-01085,Housing,Housing Board,Low,Ernakulam,1,2024-10-19,5,5,63,377,0,15,30,1,0,Resolved,65
KL2023-01086,Public Works,PWD,Medium,Kozhikode,1,2023-08-29,1,16,42,637,0,10,13,1,1,Closed,47
KL2023-01087,Water Supply,Kerala Water Authority,Critical,Idukki,1,2022-08-19,4,16,10,192,0,2,1,0,0,Resolved,22
KL2023-01088,Education,Education Department,High,Kottayam,0,2022-02-20,6,13,33,506,0,5,4,0,0,Resolved,33
KL2023-01089,Public Works,PWD,High,Kollam,0,2023-10-31,1,2,29,647,0,5,8,1,1,Closed,63
KL2023-01090,Revenue,Revenue Department,High,Alappuzha,0,2022-02-16,2,3,73,506,0,5,13,1,1,Closed,67
KL2023-01091,Education,Education Department,High,Palakkad,0,2024-03-18,0,7,67,375,0,5,7,1,1,Closed,53
KL2023-01092,Housing,Housing Board,Medium,Kozhikode,1,2024-01-10,2,13,23,783,0,10,15,1,1,Closed,40
KL2023-01093,Public Works,PWD,High,Ernakulam,0,2024-02-03,5,1,41,403,0,5,12,1,1,Closed,69
KL2023-01094,Water Supply,Kerala Water Authority,Medium,Kasaragod,1,2022-06-29,2,7,61,475,0,10,13,1,1,Closed,44
KL2023-01095,Revenue,Revenue Department,High,Pathanamthitta,0,2024-05-18,5,14,22,651,0,5,5,0,0,Resolved,35
KL2023-01096,Education,Education Department,Medium,Pathanamthitta,0,2023-03-02,3,10,65,587,0,10,12,1,1,Closed,46
KL2023-01097,Education,Education Department,Critical,Malappuram,1,2024-02-09,4,3,5,469,0,2,1,0,0,Resolved,40
KL2023-01098,Revenue,Revenue Department,Low,Ernakulam,1,2022-12-25,6,18,64,777,0,15,16,1,1,Closed,42
KL2023-01099,Healthcare,Health Department,Medium,Alappuzha,0,2023-01-16,0,13,42,617,0,10,2,0,0,Resolved,28
KL2023-01100,Water Supply,Kerala Water Authority,High,Thiruvananthapuram,1,2023-09-11,0,19,43,555,0,5,5,0,0,Resolved,25
KL2023-01101,Water Supply,Kerala Water Authority,Low,Alappuzha,0,2022-02-24,3,1,24,318,1,15,18,1,0,Resolved,48
KL2023-01102,Water Supply,Kerala Water Authority,Medium,Kollam,0,2023-08-13,6,14,27,553,0,10,7,0,0,Resolved,23
KL2023-01103,Sanitation,Municipality,High,Thiruvananthapuram,1,2022-09-02,4,9,68,118,0,5,3,0,0,Resolved,47
KL2023-01104,Public Works,PWD,Medium,Malappuram,1,2024-09-11,2,19,60,314,0,10,16,1,1,Closed,50
KL2023-01105,Water Supply,Kerala Water Authority,Medium,Wayanad,1,2022-09-02,4,12,70,800,0,10,10,0,0,Resolved,41
KL2023-01106,Housing,Housing Board,Critical,Kasaragod,0,2023-06-16,4,6,79,109,0,2,4,1,0,Resolved,78
KL2023-01107,Water Supply,Kerala Water Authority,Low,Wayanad,0,2022-10-05,2,12,25,104,0,15,12,0,0,Resolved,24
KL2023-01108,Revenue,Revenue Department,Low,Idukki,0,2024-05-09,3,12,11,346,0,15,15,0,0,Resolved,30
KL2023-01109,Revenue,Revenue Department,High,Palakkad,0,2022-06-07,1,17,29,693,1,5,6,1,0,Resolved,43
KL2023-01110,Education,Education Department,Medium,Malappuram,1,2022-12-09,4,18,46,373,0,10,5,0,0,Resolved,28
KL2023-01111,Revenue,Revenue Department,High,Kottayam,0,2024-01-13,5,4,73,643,0,5,10,1,1,Closed,66
KL2023-01112,Healthcare,Health Department,High,Thiruvananthapuram,0,2022-10-08,5,17,41,431,0,5,3,0,0,Resolved,25
KL2023-01113,Water Supply,Kerala Water Authority,Medium,Ernakulam,1,2023-11-28,1,6,18,273,0,10,8,0,0,Resolved,29
KL2023-01114,Healthcare,Health Department,Critical,Palakkad,1,2023-03-29,2,7,76,678,0,2,5,1,1,Closed,56
KL2023-01115,Education,Education Department,High,Ernakulam,1,2024-08-01,3,3,19,184,0,5,6,1,1,Closed,40
KL2023-01116,Water Supply,Kerala Water Authority,Medium,Idukki,0,2023-10-01,6,12,22,502,0,10,7,0,0,Resolved,23
KL2023-01117,Public Works,PWD,Low,Pathanamthitta,0,2023-09-16,5,1,20,277,1,15,26,1,0,Resolved,68
KL2023-01118,Healthcare,Health Department,Low,Wayanad,0,2023-04-10,0,10,21,264,0,15,9,0,0,Resolved,24
KL2023-01119,Healthcare,Health Department,Medium,Kollam,0,2024-05-20,0,4,14,69,0,10,10,0,0,Resolved,29
KL2023-01120,Water Supply,Kerala Water Authority,Critical,Kannur,0,2024-06-02,6,2,30,160,0,2,2,0,0,Resolved,47
KL2023-01121,Housing,Housing Board,Low,Kannur,0,2024-11-17,6,19,12,530,1,15,12,0,0,Resolved,39
KL2023-01122,Education,Education Department,Medium,Kottayam,1,2022-03-30,2,3,43,733,0,10,11,1,0,Resolved,46
KL2023-01123,Education,Education Department,Low,Kannur,0,2022-09-11,6,20,31,651,0,15,11,0,0,Resolved,20
KL2023-01124,Sanitation,Municipality,Medium,Pathanamthitta,1,2023-12-21,3,1,16,199,0,10,9,0,0,Resolved,35
KL2023-01125,Revenue,Revenue Department,Low,Malappuram,0,2023-12-14,3,12,25,562,1,15,20,1,1,Closed,45
KL2023-01126,Sanitation,Municipality,Critical,Palakkad,1,2022-05-20,4,4,79,64,1,2,4,1,1,Closed,73
KL2023-01127,Sanitation,Municipality,High,Kottayam,0,2022-12-18,6,18,5,792,0,5,1,0,0,Resolved,12
KL2023-01128,Education,Education Department,Medium,Alappuzha,0,2024-10-29,1,16,51,764,0,10,6,0,0,Resolved,33
KL2023-01129,Healthcare,Health Department,Medium,Thrissur,0,2022-08-08,0,6,50,438,0,10,13,1,1,Closed,40
KL2023-01130,Sanitation,Municipality,High,Ernakulam,0,2022-08-20,5,11,20,527,0,5,4,0,0,Resolved,27
KL2023-01131,Education,Education Department,Medium,Palakkad,0,2022-10-06,3,16,51,771,0,10,8,0,0,Resolved,33
KL2023-01132,Revenue,Revenue Department,Low,Palakkad,1,2022-03-25,4,3,46,555,1,15,25,1,0,Resolved,64
KL2023-01133,Revenue,Revenue Department,Medium,Thrissur,0,2023-10-01,6,15,33,617,0,10,12,1,1,Closed,34
KL2023-01134,Social Security,Social Welfare,Low,Alappuzha,0,2022-05-23,0,16,52,233,0,15,14,0,0,Resolved,37
KL2023-01135,Housing,Housing Board,Critical,Kozhikode,1,2024-10-03,3,4,55,498,0,2,6,1,1,Closed,72
KL2023-01136,Education,Education Department,Low,Kollam,1,2022-10-21,4,13,56,761,0,15,12,0,0,Resolved,38
KL2023-01137,Education,Education Department,Critical,Wayanad,1,2022-12-12,0,3,51,253,1,2,1,0,0,Resolved,67
KL2023-01138,Public Works,PWD,Medium,Alappuzha,0,2024-04-07,6,4,34,484,0,10,16,1,1,Closed,59
KL2023-01139,Revenue,Revenue Department,Medium,Kannur,0,2023-07-14,4,13,50,537,1,10,13,1,1,Closed,53
KL2023-01140,Social Security,Social Welfare,Low,Thrissur,1,2024-11-13,2,9,23,515,0,15,15,0,0,Resolved,35
KL2023-01141,Education,Education Department,Medium,Kollam,0,2023-05-29,0,16,68,286,0,10,9,0,0,Resolved,39
KL2023-01142,Healthcare,Health Department,Medium,Thiruvananthapuram,0,2022-07-23,5,2,13,560,1,10,12,1,1,Closed,41
KL2023-01143,Healthcare,Health Department,Low,Ernakulam,0,2023-11-01,2,5,43,686,1,15,15,0,0,Resolved,48
KL2023-01144,Education,Education Department,Low,Kannur,0,2022-06-06,0,17,68,527,0,15,16,1,0,Resolved,38
KL2023-01145,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2024-10-30,2,9,74,401,0,10,11,1,1,Closed,47
KL2023-01146,Housing,Housing Board,Critical,Kannur,1,2022-03-06,6,14,20,442,0,2,2,0,0,Resolved,46
KL2023-01147,Water Supply,Kerala Water Authority,Low,Idukki,1,2024-02-10,5,15,63,86,0,15,16,1,0,Resolved,35
KL2023-01148,Revenue,Revenue Department,Medium,Wayanad,1,2022-12-03,5,16,60,187,1,10,12,1,0,Resolved,53
KL2023-01149,Social Security,Social Welfare,Medium,Thrissur,0,2022-08-13,5,19,67,725,0,10,10,0,0,Resolved,39
KL2023-01150,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2022-11-17,3,17,12,450,0,10,6,0,0,Resolved,13
KL2023-01151,Revenue,Revenue Department,Critical,Thrissur,1,2024-02-13,1,20,50,341,0,2,1,0,0,Resolved,43
KL2023-01152,Public Works,PWD,Low,Thiruvananthapuram,1,2022-02-27,6,19,10,181,0,15,10,0,0,Resolved,32
KL2023-01153,Public Works,PWD,Medium,Idukki,1,2022-02-25,4,11,53,149,0,10,15,1,1,Closed,58
KL2023-01154,Public Works,PWD,Medium,Ernakulam,1,2023-12-21,3,2,36,303,1,10,15,1,0,Resolved,73
KL2023-01155,Revenue,Revenue Department,High,Malappuram,0,2022-06-23,3,3,44,167,1,5,11,1,0,Resolved,67
KL2023-01156,Housing,Housing Board,Medium,Palakkad,1,2023-10-30,0,2,63,723,0,10,21,1,1,Closed,69
KL2023-01157,Social Security,Social Welfare,Medium,Kottayam,1,2022-02-11,4,16,80,72,0,10,11,1,1,Closed,47
KL2023-01158,Social Security,Social Welfare,Low,Malappuram,1,2024-03-10,6,11,78,150,0,15,24,1,1,Closed,53
KL2023-01159,Education,Education Department,Medium,Wayanad,0,2023-02-26,6,11,68,564,0,10,10,0,0,Resolved,45
KL2023-01160,Public Works,PWD,High,Pathanamthitta,0,2023-09-06,2,12,60,256,0,5,9,1,1,Closed,62
KL2023-01161,Education,Education Department,Low,Kasaragod,1,2023-03-15,2,10,38,98,0,15,13,0,0,Resolved,35
KL2023-01162,Revenue,Revenue Department,High,Malappuram,1,2024-04-03,2,8,16,784,0,5,1,0,0,Resolved,40
KL2023-01163,Education,Education Department,Low,Malappuram,0,2023-11-21,1,9,13,630,0,15,14,0,0,Resolved,27
KL2023-01164,Water Supply,Kerala Water Authority,High,Ernakulam,0,2023-03-06,0,12,14,717,0,5,1,0,0,Resolved,23
KL2023-01165,Revenue,Revenue Department,High,Palakkad,1,2023-09-07,3,14,74,370,0,5,3,0,0,Resolved,54
KL2023-01166,Sanitation,Municipality,Medium,Ernakulam,1,2024-04-03,2,9,70,514,0,10,13,1,1,Closed,45
KL2023-01167,Healthcare,Health Department,Low,Thiruvananthapuram,1,2024-11-23,5,6,78,561,0,15,16,1,0,Resolved,50
KL2023-01168,Water Supply,Kerala Water Authority,Medium,Kottayam,0,2024-12-27,4,20,60,629,1,10,11,1,1,Escalated,38
KL2023-01169,Housing,Housing Board,High,Palakkad,1,2023-02-15,2,12,64,201,0,5,7,1,0,Resolved,60
KL2023-01170,Revenue,Revenue Department,Medium,Kasaragod,1,2024-06-10,0,14,45,115,0,10,12,1,1,Closed,40
KL2023-01171,Social Security,Social Welfare,Medium,Kottayam,0,2023-08-11,4,6,37,753,0,10,14,1,1,Closed,44
KL2023-01172,Social Security,Social Welfare,High,Alappuzha,0,2022-08-21,6,5,29,78,0,5,3,0,0,Resolved,45
KL2023-01173,Sanitation,Municipality,Critical,Kannur,1,2023-09-28,3,15,67,623,0,2,1,0,0,Resolved,44
